GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes),province_norm,zone,est_generation_MWh,emis_intensity_t_per_MWh
G100000115360,L100000104846,Indonesia,https://www.gem.wiki/Sulawesi_Labota_power_station,Sulawesi Labota power station,Unit 7,青山工业园拉波塔电厂,,PT Sulawesi Mining Investment [100%],E100000121348 [100%],Dingxin Group [55.0%]; PT Bintang Delapan Group [45.0%],E100000120334 [55.0%]; E100000120164 [45.0%],380.0,operating,2023.0,,,supercritical,unknown,,,,,Bahodopi,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8688307,122.1692807,exact,,,,"aluminum, nickel",power,,,,2,0.55,9249.900000000001,96100,1.717139459506978,33,56.66560216373026,Sulawesi Tengah,Sulawesi,1830840.0000000002,0.9378970633736305
G100000115361,L100000104846,Indonesia,https://www.gem.wiki/Sulawesi_Labota_power_station,Sulawesi Labota power station,Unit 8,青山工业园拉波塔电厂,,PT Sulawesi Mining Investment [100%],E100000121348 [100%],Dingxin Group [55.0%]; PT Bintang Delapan Group [45.0%],E100000120334 [55.0%]; E100000120164 [45.0%],380.0,operating,2024.0,,,supercritical,unknown,,,,,Bahodopi,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8688307,122.1692807,exact,,,,"aluminum, nickel",power,,,,1,0.55,9249.900000000001,96100,1.717139459506978,34,58.38274162323724,Sulawesi Tengah,Sulawesi,1830840.0000000002,0.9378970633736305
G100000115362,L100000104846,Indonesia,https://www.gem.wiki/Sulawesi_Labota_power_station,Sulawesi Labota power station,Unit 9,青山工业园拉波塔电厂,,PT Sulawesi Mining Investment [100%],E100000121348 [100%],Dingxin Group [55.0%]; PT Bintang Delapan Group [45.0%],E100000120334 [55.0%]; E100000120164 [45.0%],380.0,operating,2024.0,,,supercritical,unknown,,,,,Bahodopi,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8688307,122.1692807,exact,,,,"aluminum, nickel",power,,,,1,0.55,9249.900000000001,96100,1.717139459506978,34,58.38274162323724,Sulawesi Tengah,Sulawesi,1830840.0000000002,0.9378970633736305
G100000109663,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase I Unit 1,青山工业园自备电厂,,PT Sulawesi Mining Investment [100%],E100000121348 [100%],Dingxin Group [55.0%]; PT Bintang Delapan Group [45.0%],E100000120334 [55.0%]; E100000120164 [45.0%],65.0,operating,2015.0,,,unknown,unknown,,,,,,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8255878,122.1554483,exact,,,,nickel,power,,,,10,0.55,11186.5,96100,0.3552159985357912,25,8.88039996339478,Sulawesi Tengah,Sulawesi,313170.0,1.1342593432825343
G100000109664,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase I Unit 2,青山工业园自备电厂,,PT Sulawesi Mining Investment [100%],E100000121348 [100%],Dingxin Group [55.0%]; PT Bintang Delapan Group [45.0%],E100000120334 [55.0%]; E100000120164 [45.0%],65.0,operating,2015.0,,,unknown,unknown,,,,,,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8255878,122.1554483,exact,,,,nickel,power,,,,10,0.55,11186.5,96100,0.3552159985357912,25,8.88039996339478,Sulawesi Tengah,Sulawesi,313170.0,1.1342593432825343
G100000109665,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase II Unit 1,青山工业园自备电厂,,PT Indonesia Guang Ching Nickel and Stainless Steel Industry [100%],E100000120614 [100%],Guangdong Guangxin Holdings Group,E100000120521,150.0,operating,2016.0,,,unknown,unknown,,,,,,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.827384,122.1552699,exact,,,,nickel,power,,,,9,0.55,10326.0,96100,0.75667313297565,26,19.6735014573669,Sulawesi Tengah,Sulawesi,722700.0,1.047008624568493
G100000109666,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase II Unit 2,青山工业园自备电厂,,PT Indonesia Guang Ching Nickel and Stainless Steel Industry [100%],E100000120614 [100%],Guangdong Guangxin Holdings Group,E100000120521,150.0,operating,2020.0,,,unknown,unknown,,,,,,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.827384,122.1552699,exact,,,,nickel,power,,,,5,0.55,10326.0,96100,0.75667313297565,30,22.7001939892695,Sulawesi Tengah,Sulawesi,722700.0,1.047008624568493
G100000109667,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase III Unit 1,青山工业园自备电厂,,PT Indonesia Tsingshan Stainless Steel [100%],E100000120618 [100%],Eternal Tsingshan Group Ltd,E100000120439,350.0,operating,2017.0,,,unknown,unknown,,,,,,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8295432,122.1551372,exact,,,,nickel,power,,,,8,0.55,9465.5,96100,1.618439756642363,27,43.69787342934379,Sulawesi Tengah,Sulawesi,1686300.0000000002,0.9597579058544522
G100000113217,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase III Unit 2,青山工业园自备电厂,,PT Indonesia Tsingshan Stainless Steel [100%],E100000120618 [100%],Eternal Tsingshan Group Ltd,E100000120439,350.0,operating,2017.0,,,unknown,unknown,,,,,,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.8295432,122.1551372,exact,,,,nickel,power,,,,8,0.55,9465.5,96100,1.618439756642363,27,43.69787342934379,Sulawesi Tengah,Sulawesi,1686300.0000000002,0.9597579058544522
G100000114323,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase IV Unit 1,青山工业园自备电厂,,PT Indonesia Tsingshan Stainless Steel [100%],E100000120618 [100%],Eternal Tsingshan Group Ltd,E100000120439,350.0,operating,2019.0,,,unknown,unknown,,,,,Bahodopi,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.827384,122.1552699,exact,,,,nickel,power,,,,6,0.55,9465.5,96100,1.618439756642363,29,46.93475294262851,Sulawesi Tengah,Sulawesi,1686300.0000000002,0.9597579058544522
G100000114324,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Phase IV Unit 2,青山工业园自备电厂,,PT Indonesia Tsingshan Stainless Steel [100%],E100000120618 [100%],Eternal Tsingshan Group Ltd,E100000120439,350.0,operating,2019.0,,,unknown,unknown,,,,,Bahodopi,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.827384,122.1552699,exact,,,,nickel,power,,,,6,0.55,9465.5,96100,1.618439756642363,29,46.93475294262851,Sulawesi Tengah,Sulawesi,1686300.0000000002,0.9597579058544522
G100000115363,L100000102722,Indonesia,https://www.gem.wiki/Sulawesi_Mining_power_station,Sulawesi Mining power station,Unit 9,青山工业园自备电厂,,Indonesia Morowali Power Co [100%],E100000120616 [100%],Eternal Tsingshan Group Ltd,E100000120439,250.0,operating,2020.0,,,unknown,unknown,,,,,Bahodopi,Morowali,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.827384,122.1552699,exact,,,,nickel,power,,,,5,0.55,10326.0,96100,1.26112188829275,30,37.83365664878251,Sulawesi Tengah,Sulawesi,1204500.0,1.047008624568493
G100000109668,L100000102790,Indonesia,https://www.gem.wiki/Sulawesi_Star_power_station,Sulawesi Star power station,--,,,Bharat Heavy Electricals Ltd; PT Star Vyobros,E100001000878; E100000121070,Bharat Heavy Electricals Ltd; PT Star Vyobros,E100001000878; E100000121070,200.0,cancelled,,,,subcritical,unknown,,,,,,,,South Sulawesi,South-eastern Asia,Asia,-4.8,119.9,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Sulawesi Selatan,Sulawesi,963600.0000000001,1.058811046019178
G100000113831,L100000104401,Indonesia,https://www.gem.wiki/Sulbagsel-1_power_station,Sulbagsel-1 power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,cancelled,2023.0,,,unknown,unknown,,,,,Punggaluwu,,Sawa,South Sulawesi,South-eastern Asia,Asia,-3.821501,121.972097,approximate,,,,,,,,,0,0.55,10326.0,96100,1.0088975106342,35,35.311412872197,Sulawesi Selatan,Sulawesi,963600.0000000001,1.0470086245684929
G100000114190,L100000104401,Indonesia,https://www.gem.wiki/Sulbagsel-1_power_station,Sulbagsel-1 power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],200.0,cancelled,2024.0,,,unknown,unknown,,,,,Punggaluwu,,Sawa,South Sulawesi,South-eastern Asia,Asia,-3.821501,121.972097,approximate,,,,,,,,,0,0.55,10326.0,96100,1.0088975106342,35,35.311412872197,Sulawesi Selatan,Sulawesi,963600.0000000001,1.0470086245684929
G100000114191,L100000104577,Indonesia,https://www.gem.wiki/Sulbagsel-2_power_station,Sulbagsel-2 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],200.0,cancelled,2023.0,,,unknown,unknown,,,,,,,North Konawe,South Sulawesi,South-eastern Asia,Asia,-3.814451,122.447753,approximate,,,,,,,,,0,0.55,10326.0,96100,1.0088975106342,35,35.311412872197,Sulawesi Selatan,Sulawesi,963600.0000000001,1.0470086245684929
G100000114192,L100000104577,Indonesia,https://www.gem.wiki/Sulbagsel-2_power_station,Sulbagsel-2 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],200.0,cancelled,2024.0,,,unknown,unknown,,,,,,,North Konawe,South Sulawesi,South-eastern Asia,Asia,-3.814451,122.447753,approximate,,,,,,,,,0,0.55,10326.0,96100,1.0088975106342,35,35.311412872197,Sulawesi Selatan,Sulawesi,963600.0000000001,1.0470086245684929
G100000109670,L100000102742,Indonesia,https://www.gem.wiki/Sulbagut-1_power_station,Sulbagut-1 power station,Unit 1,哥伦打洛电站,,PT Gorontalo Listrik Perdana [100%],E100000121017 [100%],PT TBS Energi Utama Tbk [80.0%]; Shanghai Electric Power Construction Co Ltd [20.0%],E100001013557 [80.0%]; E100002007802 [20.0%],50.0,operating,2022.0,,,subcritical,unknown,domestic,,,,Tanjung Karang,,,Gorontalo,South-eastern Asia,Asia,0.942698,122.941575,exact,,,,,,,,,3,0.55,10442.4,96100,0.25506758098602,32,8.16216259155264,Gorontalo,Sulawesi,240900.00000000003,1.058811046019178
G100000109671,L100000102742,Indonesia,https://www.gem.wiki/Sulbagut-1_power_station,Sulbagut-1 power station,Unit 2,哥伦打洛电站,,PT Gorontalo Listrik Perdana [100%],E100000121017 [100%],PT TBS Energi Utama Tbk [80.0%]; Shanghai Electric Power Construction Co Ltd [20.0%],E100001013557 [80.0%]; E100002007802 [20.0%],50.0,operating,2022.0,,,subcritical,unknown,domestic,,,,Tanjung Karang,,,Gorontalo,South-eastern Asia,Asia,0.942698,122.941575,exact,,,,,,,,,3,0.55,10442.4,96100,0.25506758098602,32,8.16216259155264,Gorontalo,Sulawesi,240900.00000000003,1.058811046019178
G100000109672,L100000102760,Indonesia,https://www.gem.wiki/Sulbagut-2_power_station,Sulbagut-2 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],100.0,cancelled,2027.0,,,subcritical,unknown,,,,,,,,North Sulawesi,South-eastern Asia,Asia,1.185709,124.474885,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Sulawesi Utara,Sulawesi,481800.00000000006,1.058811046019178
G100000109673,L100000102760,Indonesia,https://www.gem.wiki/Sulbagut-2_power_station,Sulbagut-2 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],100.0,cancelled,2028.0,,,subcritical,unknown,,,,,,,,North Sulawesi,South-eastern Asia,Asia,1.185709,124.474885,approximate,,,,,,,,,0,0.55,10442.4,96100,0.51013516197204,35,17.8547306690214,Sulawesi Utara,Sulawesi,481800.00000000006,1.058811046019178
G100000109674,L100000102761,Indonesia,https://www.gem.wiki/Sulbagut-3_power_station,Sulbagut-3 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],50.0,cancelled,2024.0,,,subcritical,unknown,,,,,,,,North Sulawesi,South-eastern Asia,Asia,0.868701,123.96431,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Sulawesi Utara,Sulawesi,240900.00000000003,1.058811046019178
G100000109675,L100000102761,Indonesia,https://www.gem.wiki/Sulbagut-3_power_station,Sulbagut-3 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],50.0,cancelled,2025.0,,,subcritical,unknown,,,,,,,,North Sulawesi,South-eastern Asia,Asia,0.868701,123.96431,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Sulawesi Utara,Sulawesi,240900.00000000003,1.058811046019178
G100000109679,L100000102791,Indonesia,https://www.gem.wiki/Sulsel-2_power_station,Sulsel-2 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],200.0,cancelled,,,,subcritical,unknown,,,,,,,,South Sulawesi,South-eastern Asia,Asia,-5.70008,119.725767,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Sulawesi Selatan,Sulawesi,963600.0000000001,1.058811046019178
G100000109680,L100000102791,Indonesia,https://www.gem.wiki/Sulsel-2_power_station,Sulsel-2 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],200.0,cancelled,,,,subcritical,unknown,,,,,,,,South Sulawesi,South-eastern Asia,Asia,-5.70008,119.725767,approximate,,,,,,,,,0,0.55,10442.4,96100,1.02027032394408,35,35.7094613380428,Sulawesi Selatan,Sulawesi,963600.0000000001,1.058811046019178
G100000109686,L100000102762,Indonesia,https://www.gem.wiki/Sulut-1_power_station,Sulut-1 power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,construction,2025.0,,,subcritical,unknown,,,,,,,,North Sulawesi,South-eastern Asia,Asia,0.890184,123.470106,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Sulawesi Utara,Sulawesi,240900.00000000003,1.058811046019178
G100000113218,L100000102762,Indonesia,https://www.gem.wiki/Sulut-1_power_station,Sulut-1 power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,construction,2025.0,,,subcritical,unknown,,,,,,,,North Sulawesi,South-eastern Asia,Asia,0.890184,123.470106,exact,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Sulawesi Utara,Sulawesi,240900.00000000003,1.058811046019178
G100000109687,L100000102763,Indonesia,https://www.gem.wiki/Sulut-3_power_station,Sulut-3 power station,Unit 1,北苏三发电项目,,PT Minahasa Cahaya Lestari [100%],E100000121044 [100%],China Hydropower Construction Group New Energy Development Co Ltd [10.0%]; PT TBS Energi Utama Tbk,E100000000246 [10.0%]; E100001013557,50.0,operating,2021.0,,,subcritical,unknown,,,,,Kema I village,,Kema,North Sulawesi,South-eastern Asia,Asia,1.374331,125.085455,exact,,,,,,,,,4,0.55,10442.4,96100,0.25506758098602,31,7.90709501056662,Sulawesi Utara,Sulawesi,240900.00000000003,1.058811046019178
G100000109688,L100000102763,Indonesia,https://www.gem.wiki/Sulut-3_power_station,Sulut-3 power station,Unit 2,北苏三发电项目,,PT Minahasa Cahaya Lestari [100%],E100000121044 [100%],China Hydropower Construction Group New Energy Development Co Ltd [10.0%]; PT TBS Energi Utama Tbk,E100000000246 [10.0%]; E100001013557,50.0,operating,2021.0,,,subcritical,unknown,,,,,Kema I village,,Kema,North Sulawesi,South-eastern Asia,Asia,1.374331,125.085455,exact,,,,,,,,,4,0.55,10442.4,96100,0.25506758098602,31,7.90709501056662,Sulawesi Utara,Sulawesi,240900.00000000003,1.058811046019178
G100001054920,L100001048016,Indonesia,https://www.gem.wiki/Sumatera_Hybrid_power_station,Sumatera Hybrid power station,Unit 1,,,,,,,600.0,announced,2032.0,,,unknown,unknown,,,,,,,,Sumatra,South-eastern Asia,Asia,0.5897,101.3431,approximate,,,,,,,,,0,0.55,8605.0,96100,2.5222437765855,35,88.27853218049252,Sumatra,,2890800.0,0.8725071871404109
G100001054921,L100001048016,Indonesia,https://www.gem.wiki/Sumatera_Hybrid_power_station,Sumatera Hybrid power station,Unit 2,,,,,,,600.0,announced,2033.0,,,unknown,unknown,,,,,,,,Sumatra,South-eastern Asia,Asia,0.5897,101.3431,approximate,,,,,,,,,0,0.55,8605.0,96100,2.5222437765855,35,88.27853218049252,Sumatra,,2890800.0,0.8725071871404109
G100000114207,L100000104583,Indonesia,https://www.gem.wiki/Sumbagsel-1_power_station,Sumbagsel-1 power station,Unit 1,,,PT Sumbagsel Energi Sakti Pewali [100%],E100000121350 [100%],PT Sumberenergi Sakti Prima [55.0%]; PT Adimas Puspita Serasi [25.0%]; PT D&C Engineering Co [10.0%]; PT PLN (Persero) [10.0%],E100001001092 [55.0%]; E100001001093 [25.0%]; E100001001094 [10.0%]; E100000000537 [10.0%],150.0,construction,2025.0,,,unknown,unknown,,,,,,Semidang Aji,Ogan Komering Ulu,South Sumatra,South-eastern Asia,Asia,-4.10589,103.99474,exact,,,,,,,,,0,0.55,10326.0,96100,0.75667313297565,35,26.48355965414775,Sumatera Selatan,Sumatra,722700.0,1.047008624568493
G100000114208,L100000104583,Indonesia,https://www.gem.wiki/Sumbagsel-1_power_station,Sumbagsel-1 power station,Unit 2,,,PT Sumbagsel Energi Sakti Pewali [100%],E100000121350 [100%],PT Sumberenergi Sakti Prima [55.0%]; PT Adimas Puspita Serasi [25.0%]; PT D&C Engineering Co [10.0%]; PT PLN (Persero) [10.0%],E100001001092 [55.0%]; E100001001093 [25.0%]; E100001001094 [10.0%]; E100000000537 [10.0%],150.0,construction,2025.0,,,unknown,unknown,,,,,,Semidang Aji,Ogan Komering Ulu,South Sumatra,South-eastern Asia,Asia,-4.10589,103.99474,exact,,,,,,,,,0,0.55,10326.0,96100,0.75667313297565,35,26.48355965414775,Sumatera Selatan,Sumatra,722700.0,1.047008624568493
G100000109689,L100000102770,Indonesia,https://www.gem.wiki/Sumbagut_(Sibolga_Baru)_power_station,Sumbagut (Sibolga Baru) power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],115.0,cancelled,,,,subcritical,subbituminous,,,,,Labuhan Angin,,,North Sumatra,South-eastern Asia,Asia,1.7176,98.7265,approximate,,,,,,,,,0,0.55,10442.4,96100,0.5866554362678461,35,20.53294026937461,Sumatera Utara,Sumatra,554070.0000000001,1.0588110460191782
G100000109690,L100000102770,Indonesia,https://www.gem.wiki/Sumbagut_(Sibolga_Baru)_power_station,Sumbagut (Sibolga Baru) power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],115.0,cancelled,,,,subcritical,subbituminous,,,,,Labuhan Angin,,,North Sumatra,South-eastern Asia,Asia,1.7176,98.7265,approximate,,,,,,,,,0,0.55,10442.4,96100,0.5866554362678461,35,20.53294026937461,Sumatera Utara,Sumatra,554070.0000000001,1.0588110460191782
G100000109691,L100000102739,Indonesia,https://www.gem.wiki/Sumbawa-2_power_station,Sumbawa-2 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],50.0,cancelled,2023.0,,,subcritical,unknown,,,,,Gapit,,,Empang,South-eastern Asia,Asia,-8.747981,117.957654,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Empang,,240900.00000000003,1.058811046019178
G100000109692,L100000102739,Indonesia,https://www.gem.wiki/Sumbawa-2_power_station,Sumbawa-2 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],50.0,cancelled,2024.0,,,subcritical,unknown,,,,,Gapit,,,Empang,South-eastern Asia,Asia,-8.747981,117.957654,approximate,,,,,,,,,0,0.55,10442.4,96100,0.25506758098602,35,8.9273653345107,Empang,,240900.00000000003,1.058811046019178
G100000109696,L100000102804,Indonesia,https://www.gem.wiki/Sumsel-1_power_station,Sumsel-1 power station,Unit 1,神华国华南苏1号二期 (国华美朗电厂南苏1号),,PT Lion Power Energy; China Shenhua Energy Co Ltd,E100000120774; E100000000175,China Shenhua Energy Co Ltd; PT Graha Wahyu Kencana; unknown,E100000000175; E100002000508; E100000132388,350.0,operating,2025.0,,,supercritical,unknown,,,,,Tanjung Menang village,,Rambang Dangku District,South Sumatra,South-eastern Asia,Asia,-3.476667,103.999167,exact,,,,,,,,,0,0.55,9249.900000000001,96100,1.581575817966953,35,55.35515362884335,Sumatera Selatan,Sumatra,1686300.0000000002,0.9378970633736302
G100000109697,L100000102804,Indonesia,https://www.gem.wiki/Sumsel-1_power_station,Sumsel-1 power station,Unit 2,神华国华南苏1号二期 (国华美朗电厂南苏1号),,PT Lion Power Energy; China Shenhua Energy Co Ltd,E100000120774; E100000000175,China Shenhua Energy Co Ltd; PT Graha Wahyu Kencana; unknown,E100000000175; E100002000508; E100000132388,350.0,construction,2025.0,,,supercritical,unknown,,,,,Tanjung Menang village,,Rambang Dangku District,South Sumatra,South-eastern Asia,Asia,-3.476667,103.999167,exact,,,,,,,,,0,0.55,9249.900000000001,96100,1.581575817966953,35,55.35515362884335,Sumatera Selatan,Sumatra,1686300.0000000002,0.9378970633736302
G100000109698,L100000102805,Indonesia,https://www.gem.wiki/Sumsel-10_power_station,Sumsel-10 power station,Unit 1,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],300.0,cancelled,,,,subcritical,unknown,,,,,,,,South Sumatra,South-eastern Asia,Asia,-2.75,103.833333,approximate,,,,,,,,,0,0.55,9572.2,96100,1.40287169542311,35,49.10050933980885,Sumatera Selatan,Sumatra,1445400.0,0.9705767921842465
G100000109699,L100000102805,Indonesia,https://www.gem.wiki/Sumsel-10_power_station,Sumsel-10 power station,Unit 2,,,to be determined [100%],E100000121374 [100%],to be determined [100.0%],E100000121374 [100.0%],300.0,cancelled,,,,subcritical,unknown,,,,,,,,South Sumatra,South-eastern Asia,Asia,-2.75,103.833333,approximate,,,,,,,,,0,0.55,9572.2,96100,1.40287169542311,35,49.10050933980885,Sumatera Selatan,Sumatra,1445400.0,0.9705767921842465
G100000109700,L100000102806,Indonesia,https://www.gem.wiki/Sumsel-5_power_station,Sumsel-5 power station,Unit 1,"苏姆塞尔-5电站 (Unit 1, Unit 2)",,PT DSSP Power Sumsel [100%],E100002016377 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],150.0,operating,2016.0,,2041.0,subcritical,unknown,,,,,Sindang Marga,Bayung Lencir,Musi Banyuasin,South Sumatra,South-eastern Asia,Asia,-2.1562529,103.7552716,exact,,,,,,,,,9,0.55,10442.4,96100,0.76520274295806,16,12.24324388732896,Sumatera Selatan,Sumatra,722700.0,1.0588110460191782
G100000109701,L100000102806,Indonesia,https://www.gem.wiki/Sumsel-5_power_station,Sumsel-5 power station,Unit 2,"苏姆塞尔-5电站 (Unit 1, Unit 2)",,PT DSSP Power Sumsel [100%],E100002016377 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],150.0,operating,2016.0,,2041.0,subcritical,unknown,,,,,Sindang Marga,Bayung Lencir,Musi Banyuasin,South Sumatra,South-eastern Asia,Asia,-2.1562529,103.7552716,exact,,,,,,,,,9,0.55,10442.4,96100,0.76520274295806,16,12.24324388732896,Sumatera Selatan,Sumatra,722700.0,1.0588110460191782
G100000113832,L100000102806,Indonesia,https://www.gem.wiki/Sumsel-5_power_station,Sumsel-5 power station,Unit 3,"苏姆塞尔-5电站 (Unit 1, Unit 2)",,PT DSSP Power Sumsel [100%],E100002016377 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],350.0,cancelled,2023.0,,,unknown,unknown,,,,,,Bayung Lencir,Musi Banyuasin,South Sumatra,South-eastern Asia,Asia,-2.1562529,103.7552716,exact,,,,,,,,,0,0.55,9465.5,96100,1.618439756642363,35,56.64539148248269,Sumatera Selatan,Sumatra,1686300.0000000002,0.9597579058544522
G100000109702,L100000102807,Indonesia,https://www.gem.wiki/Sumsel-6_power_station,Sumsel-6 power station,Unit 1,,,PT Bukit Asam Tbk [100%],E100001000746 [100%],PT Bukit Asam Tbk [100.0%],E100001000746 [100.0%],300.0,cancelled,2027.0,,,subcritical,unknown,mine-mouth,,,,,,,South Sumatra,South-eastern Asia,Asia,-2.355761,103.44339,approximate,,,,,,,,,0,0.55,9572.2,96100,1.40287169542311,35,49.10050933980885,Sumatera Selatan,Sumatra,1445400.0,0.9705767921842465
G100000109703,L100000102807,Indonesia,https://www.gem.wiki/Sumsel-6_power_station,Sumsel-6 power station,Unit 2,,,PT Bukit Asam Tbk [100%],E100001000746 [100%],PT Bukit Asam Tbk [100.0%],E100001000746 [100.0%],300.0,cancelled,,,,subcritical,unknown,mine-mouth,,,,,,,South Sumatra,South-eastern Asia,Asia,-2.355761,103.44339,approximate,,,,,,,,,0,0.55,9572.2,96100,1.40287169542311,35,49.10050933980885,Sumatera Selatan,Sumatra,1445400.0,0.9705767921842465
G100000109704,L100000102808,Indonesia,https://www.gem.wiki/Sumsel-7_power_station,Sumsel-7 power station,Unit 1,,,PT Madhucon Sriwajaya Power [100%],E100000120802 [100%],Madhucon Infra Ltd; Madhucon Projects Ltd; Madhucon Sugar & Power Industries Ltd; PT Madhucon Indonesia,E100002007618; E100000120801; E100002007619; E100002007620,150.0,cancelled,,,,subcritical,unknown,,,,,,Keluang,Musi Banyuasin,South Sumatra,South-eastern Asia,Asia,-2.604,103.914,approximate,,,,,,,,,0,0.55,10442.4,96100,0.76520274295806,35,26.7820960035321,Sumatera Selatan,Sumatra,722700.0,1.0588110460191782
